srr	bigwig	tfit	mdscore	keyword	organism	tissue	general_celltype	specific_celltype	treatment_code	treated_or_like_treated	experiment_type	sample_name
SRR1732573	1	0	1	Soccio2015	mouse	eWAT	C57BL/6	C57BL/6	LFD_diet_10w	yes	GRO-seq	SRR1732573
SRR1734841	1	1	1	Zhang2015	mouse	pituitary	AtT20	AtT20	siCTL_hs1013	yes	GRO-seq	SRR1734841
SRR1734842	1	1	1	Zhang2015	mouse	pituitary	AtT20	AtT20	siMash1_hs1013	yes	GRO-seq	SRR1734842
SRR1734843	1	1	1	Zhang2015	mouse	pituitary	AtT20	AtT20	siLdb1_hs1013	yes	GRO-seq	SRR1734843
SRR1734844	1	1	1	Zhang2015	mouse	pituitary	AtT20	AtT20	siTbx19_hs1013	yes	GRO-seq	SRR1734844
SRR1744498	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	none	no	GRO-seq	SRZ1744498
SRR1744499	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	none	no	GRO-seq	SRZ1744498
SRR1744500	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	DRB_3hr	yes	GRO-seq	SRZ1744500
SRR1744501	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	DRB_3hr	yes	GRO-seq	SRZ1744500
SRR1744502	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	wash_10min	yes	GRO-seq	SRZ1744502
SRR1744503	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	wash_10min	yes	GRO-seq	SRZ1744502
SRR1744504	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	wash_20min	yes	GRO-seq	SRZ1744504
SRR1744505	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	wash_20min	yes	GRO-seq	SRZ1744504
SRR1744506	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	wash_30min	yes	GRO-seq	SRZ1744506
SRR1744507	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdgfl/fl	wash_30min	yes	GRO-seq	SRZ1744506
SRR1744508	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	none	no	GRO-seq	SRZ1744508
SRR1744509	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	none	no	GRO-seq	SRZ1744508
SRR1744510	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	DRB_3hr	yes	GRO-seq	SRZ1744510
SRR1744511	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	DRB_3hr	yes	GRO-seq	SRZ1744510
SRR1744512	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	wash_10min	yes	GRO-seq	SRZ1744512
SRR1744513	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	wash_10min	yes	GRO-seq	SRZ1744512
SRR1744514	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	wash_20min	yes	GRO-seq	SRZ1744514
SRR1744515	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	wash_20min	yes	GRO-seq	SRZ1744514
SRR1744516	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	wash_30min	yes	GRO-seq	SRZ1744516
SRR1744517	1	0	1	Wang2015b	mouse	ESC	ESC	ESC_Tdg-KO	wash_30min	yes	GRO-seq	SRZ1744516
SRR1772449	1	0	0	Illingworth2016	mouse	ESC	HV-S+	HV-S+	control	no	GRO-seq	SRR1772449
SRR1772450	1	0	0	Illingworth2016	mouse	ESC	HV-S+	HV-S+	control	no	GRO-seq	SRR1772450
SRR1772451	1	0	0	Illingworth2016	mouse	ESC	HV+S+	HV+S+	control	no	GRO-seq	SRR1772451
SRR1772452	1	0	0	Illingworth2016	mouse	ESC	HV+S+	HV+S+	control	no	GRO-seq	SRR1772452
SRR1873284	1	0	1	Telese2015	mouse	cortical_neurons	primary_cortical_neurons		control	no	GRO-seq	SRR1873284
SRR1873285	1	0	1	Telese2015	mouse	cortical_neurons	primary_cortical_neurons		Reelin_1hr	yes	GRO-seq	SRR1873285
SRR1991266	1	0	1	Sigova2015	mouse	ESC	v6.5	v6.5	na	no	GRO-seq	SRR1991266
SRR1991267	1	0	1	Sigova2015	mouse	ESC	BirA	BirA	DMSO	no	GRO-seq	SRR1991267
SRR1991268	1	0	1	Sigova2015	mouse	ESC	BirA	BirA	ActD	yes	GRO-seq	SRR1991268
SRR2036963	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	7SK_ASO_12hr	yes	GRO-seq	SRR2036963
SRR2036964	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	7SK_ASO_12hr	yes	GRO-seq	SRR2036964
SRR2036965	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	control	no	GRO-seq	SRR2036965
SRR2036966	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	control	no	GRO-seq	SRR2036966
SRR2226207	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	7SK_ASO_12hr	yes	GRO-seq	SRR2226207
SRR2226208	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	7SK_ASO_12hr	yes	GRO-seq	SRR2226208
SRR2226209	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	control	no	GRO-seq	SRR2226209
SRR2226210	1	0	1	Flynn2016	mouse	ESC	v6.5	v6.5	control	no	GRO-seq	SRR2226210
SRR2518187	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	LIF	yes	GRO-seq	SRR2518187
SRR2518188	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	LIF	yes	GRO-seq	SRR2518188
SRR2518189	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	LIF	yes	GRO-seq	SRR2518189
SRR2518190	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	none	no	GRO-seq	SRR2518190
SRR2518191	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	none	no	GRO-seq	SRR2518191
SRR2518192	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	none	no	GRO-seq	SRR2518192
SRR2518193	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	flavopiridol_1hr	yes	GRO-seq	SRR2518193
SRR2518194	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	flavopiridol_1hr	yes	GRO-seq	SRR2518194
SRR2518195	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	flavopiridol_1hr	yes	GRO-seq	SRR2518195
SRR2518196	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shControlKD_3d+LIF	yes	GRO-seq	SRR2518196
SRR2518197	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shControlKD_3d+LIF	yes	GRO-seq	SRR2518197
SRR2518198	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shControlKD_3d+LIF	yes	GRO-seq	SRR2518198
SRR2518199	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shPhf5aKD_3d+LIF	yes	GRO-seq	SRR2518199
SRR2518200	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shPhf5aKD_3d+LIF	yes	GRO-seq	SRR2518200
SRR2518201	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shPhf5aKD_3d+LIF	yes	GRO-seq	SRR2518201
SRR2518202	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shPaf1KD_3d+LIF	yes	GRO-seq	SRR2518202
SRR2518203	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shPaf1KD_3d+LIF	yes	GRO-seq	SRR2518203
SRR2518204	1	0	0	Strikoudis2016	mouse	ESC	KH2	C57BL/6X129/Sv	shPaf1KD_3d+LIF	yes	GRO-seq	SRR2518204
SRR2820481	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_ATM-KO	TA	no	GRO-seq	SRZ2820481
SRR2820482	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_ATM-KO	TA	no	GRO-seq	SRZ2820481
SRR2820483	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_ATM-KO	TA	no	GRO-seq	SRZ2820483
SRR2820484	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_ATM-KO	TA	no	GRO-seq	SRZ2820483
SRR2820485	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_ATM-KO	TA	no	GRO-seq	SRZ2820485
SRR2820486	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_ATM-KO	TA	no	GRO-seq	SRZ2820485
SRR2820487	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_Xrcc4-KO_p53-KO	none	no	GRO-seq	SRZ2820487
SRR2820488	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_Xrcc4-KO_p53-KO	none	no	GRO-seq	SRZ2820487
SRR2820489	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_Xrcc4-KO_p53-KO	none	no	GRO-seq	SRZ2820489
SRR2820490	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_Xrcc4-KO_p53-KO	none	no	GRO-seq	SRZ2820489
SRR2820491	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_Xrcc4-KO_p53-KO	none	no	GRO-seq	SRZ2820491
SRR2820492	1	0	1	Wei2016	mouse	NSPC	NSPC(129SVE)	NSPC_Xrcc4-KO_p53-KO	none	no	GRO-seq	SRZ2820491
SRR3051599	1	0	0									SRR3051599
SRR3051600	1	0	0									SRR3051600
SRR3051601	1	0	0									SRR3051601
SRR3051602	1	0	0									SRR3051602
SRR3051603	1	0	0									SRR3051603
SRR3051604	1	0	0									SRR3051604
SRR3051605	1	0	0									SRR3051605
SRR3051606	1	0	0									SRR3051606
SRR3160418	1	0	0									SRR3160418
SRR3160419	1	0	0									SRR3160419
SRR3160420	1	0	0									SRR3160420
SRR3160421	1	0	0									SRR3160421
SRR3160422	1	0	0									SRR3160422
SRR3160423	1	0	0									SRR3160423
SRR3194602	1	0	0	Oittinen2016	mouse	duodenum	ISC	ISC	none	no	GRO-seq	SRR3194602
SRR3194603	1	0	0	Oittinen2016	mouse	duodenum	enterocyte	enterocyte	none	no	GRO-seq	SRR3194603
SRR3194604	1	0	0	Oittinen2016	mouse	duodenum	ISC	ISC	none	no	GRO-seq	SRR3194604
SRR3194605	1	0	0	Oittinen2016	mouse	duodenum	enterocyte	enterocyte	none	no	GRO-seq	SRR3194605
SRR3223688	1	0	0									SRZ3223688
SRR3223689	1	0	0									SRZ3223688
SRR3223690	1	0	0									SRZ3223690
SRR3223691	1	0	0									SRZ3223690
SRR3223692	1	0	0									SRZ3223692
SRR3223693	1	0	0									SRZ3223692
SRR3223694	1	0	0									SRZ3223694
SRR3223695	1	0	0									SRZ3223694
SRR3223696	1	0	0									SRZ3223696
SRR3223697	1	0	0									SRZ3223696
SRR3223698	1	0	0									SRZ3223698
SRR3223699	1	0	0									SRZ3223698
SRR3309664	1	0	0	Sun2016	mouse	ESC	C57BL/6	C57BL/6	none	no	GRO-seq	SRR3309664
SRR3309665	1	0	0	Sun2016	mouse	ESC	C57BL/6	C57BL/6_HDAC3KO	none	no	GRO-seq	SRR3309665
SRR3313817	1	0	0									SRR3313817
SRR3313818	1	0	0									SRR3313818
SRR3313819	1	0	0									SRR3313819
SRR3313820	1	0	0									SRR3313820
SRR4842300	1	0	0	Wang2016	mouse	Myeloid	preB-cell	C57BL/6	Nocodazole	yes	GRO-seq	SRR4842300
SRR4842301	1	0	0	Wang2016	mouse	Myeloid	preB-cell	C57BL/6	Nocodazole	yes	GRO-seq	SRR4842301
SRR4842302	1	0	0	Wang2016	mouse	Myeloid	preB-cell	C57BL/6	Nocodazole+synchronized_G1	yes	GRO-seq	SRR4842302
SRR4842303	1	0	0	Wang2016	mouse	Myeloid	preB-cell	C57BL/6	Nocodazole+synchronized_G1	yes	GRO-seq	SRR4842303
SRR5084317	1	0	0									SRR5084317
SRR5084318	1	0	0									SRR5084318
SRR5084319	1	0	0									SRR5084319
SRR5084320	1	0	0									SRR5084320
SRR5084321	1	0	0									SRR5084321
SRR5084322	1	0	0									SRR5084322
SRR5084323	1	0	0									SRR5084323
SRR5084324	1	0	0									SRR5084324
SRR5144955	1	0	0									SRR5144955
SRR5144956	1	0	0									SRR5144956
SRR5144957	1	0	0									SRR5144957
SRR5144958	1	0	0									SRR5144958
SRR543417	1	0	1	Lin2012	mouse	Myeloid	B-cell	Tcf3(E2A)deficient_pre-pro-B	none	no	GRO-seq	SRZ543417
SRR543418	1	0	1	Lin2012	mouse	Myeloid	B-cell	Tcf3(E2A)deficient_pre-pro-B	none	no	GRO-seq	SRZ543417
SRR543419	1	0	1	Lin2012	mouse	Myeloid	B-cell	Rag1_deficient_pro-B	none	no	GRO-seq	SRZ543419
SRR543420	1	0	1	Lin2012	mouse	Myeloid	B-cell	Rag1_deficient_pro-B	none	no	GRO-seq	SRZ543419
SRR5466770	1	0	0									SRR5466770
SRR797530	1	1	1	Ji2013	mouse	embryonic_fibroblast	MEF	MEF_SRSF1-wt	Dox_4day	yes	GRO-seq	SRR797530
SRR797531	1	1	1	Ji2013	mouse	embryonic_fibroblast	MEF	MEF_SRSF1-KO	Dox_4day	yes	GRO-seq	SRR797531
SRR797532	1	1	1	Ji2013	mouse	embryonic_fibroblast	MEF	MEF_SRSF2-wt	Dox_2day	yes	GRO-seq	SRR797532
SRR797533	1	1	1	Ji2013	mouse	embryonic_fibroblast	MEF	MEF_SRSF2-KO	Dox_2day	yes	GRO-seq	SRR797533
SRR797534	1	1	1	Ji2013	mouse	embryonic_fibroblast	MEF	MEF	control	no	GRO-seq	SRR797534
SRR797535	1	1	1	Ji2013	mouse	embryonic_fibroblast	MEF	MEF	DRB_3hr	yes	GRO-seq	SRR797535
SRR826209	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826210	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826211	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826212	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826213	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826214	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826215	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826216	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826209
SRR826217	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	control	no	GRO-seq	SRZ826217
SRR826218	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826219	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826220	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826221	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826222	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826223	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826224	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR826225	1	1	1	Lam2013	mouse	Myeloid	Macrophage	rawmacro	control	no	5'GRO	SRZ826225
SRR826226	1	1	1	Lam2013	mouse	Myeloid	Macrophage	rawmacro	control	no	5'GRO	SRZ826225
SRR826227	1	1	1	Lam2013	mouse	Myeloid	Macrophage	rawmacro	RevErb_DKO	yes	5'GRO	SRR826227
SRR836116	1	1	1	Heinz2013	mouse	Myeloid	Macrophage	peritoneal_thioglycolate-elicityed_macrophage	none	no	GRO-seq	SRR836116
SRR836117	1	1	1	Heinz2013	mouse	Myeloid	Macrophage	peritoneal_thioglycolate-elicityed_macrophage	KLA_1hr	yes	GRO-seq	SRR836117
SRR836118	1	1	1	Heinz2013	mouse	Myeloid	Macrophage	peritoneal_thioglycolate-elicityed_macrophage	none	no	GRO-seq	SRR836118
SRR836119	1	1	1	Heinz2013	mouse	Myeloid	Macrophage	peritoneal_thioglycolate-elicityed_macrophage	KLA_1hr	yes	GRO-seq	SRR836119
SRR868693	1	1	1	Lam2013	mouse	Myeloid	Macrophage	BMDM	RevErb_DKO	yes	GRO-seq	SRZ826217
SRR930649	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_1hr	yes	GRO-seq	SRZ930649
SRR930650	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_1hr	yes	GRO-seq	SRZ930649
SRR930651	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_1hr	yes	GRO-seq	SRZ930649
SRR930652	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_1hr	yes	GRO-seq	SRZ930649
SRR930653	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_6hr	yes	GRO-seq	SRZ930653
SRR930654	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_6hr	yes	GRO-seq	SRZ930653
SRR930655	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_12hr	yes	GRO-seq	SRZ930655
SRR930656	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_12hr	yes	GRO-seq	SRZ930655
SRR930657	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_24hr	yes	GRO-seq	SRZ930657
SRR930658	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx_12hr	yes	GRO-seq	SRZ930657
SRR930659	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRZ930659
SRR930660	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRZ930659
SRR930661	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRZ930659
SRR930662	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRZ930659
SRR930663	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_6hr	yes	GRO-seq	SRZ930663
SRR930664	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_6hr	yes	GRO-seq	SRZ930663
SRR930665	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_12hr	yes	GRO-seq	SRZ930665
SRR930666	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_12hr	yes	GRO-seq	SRZ930665
SRR930667	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_24hr	yes	GRO-seq	SRZ930667
SRR930668	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_24hr	yes	GRO-seq	SRZ930667
SRR930669	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR930669
SRR930670	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_10min	yes	GRO-seq	SRR930670
SRR930671	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRR930671
SRR930672	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_6hr	yes	GRO-seq	SRR930672
SRR930673	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_12hr	yes	GRO-seq	SRR930673
SRR930674	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_24hr	yes	GRO-seq	SRR930674
SRR930675	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR930675
SRR930676	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR930676
SRR930677	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRZ930677
SRR930678	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRZ930677
SRR930679	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRR930679
SRR930680	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRR930680
SRR930681	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_6hr	yes	GRO-seq	SRR930681
SRR930682	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRZ930682
SRR930683	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRZ930682
SRR930684	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr	no	GRO-seq	SRR930684
SRR930685	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	FP_2hr	yes	GRO-seq	SRR930685
SRR930686	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	IBET_2hr	yes	GRO-seq	SRR930686
SRR930687	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRR930687
SRR930688	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	FP_2hr+KLA_1hr	yes	GRO-seq	SRR930688
SRR930689	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	IBET_2hr+KLA_1hr	yes	GRO-seq	SRR930689
SRR930690	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	FP_2hr+KLA_1hr	yes	GRO-seq	SRR930690
SRR930691	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr	no	GRO-seq	SRZ930691
SRR930692	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr	no	GRO-seq	SRZ930691
SRR930693	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr	no	GRO-seq	SRZ930691
SRR930694	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr	no	GRO-seq	SRZ930691
SRR930695	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRZ930695
SRR930696	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRZ930695
SRR930697	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRZ930695
SRR930698	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRZ930695
SRR930699	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRZ930695
SRR930700	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	DMSO_2hr+KLA_1hr	yes	GRO-seq	SRZ930695
SRR930701	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	ActinomycinD_2hr+KLA_1hr	yes	GRO-seq	SRZ930701
SRR930702	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	ActinomycinD_2hr+KLA_1hr	yes	GRO-seq	SRZ930701
SRR930703	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	ActinomycinD_2hr+KLA_1hr	yes	GRO-seq	SRZ930701
SRR930704	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	ActinomycinD_2hr+KLA_1hr	yes	GRO-seq	SRZ930701
SRR930705	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	ActinomycinD_2hr+KLA_1hr	yes	GRO-seq	SRZ930701
SRR930706	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	ActinomycinD_2hr+KLA_1hr	yes	GRO-seq	SRZ930701
SRR930707	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	TRP_2hr+KLA_1hr	yes	GRO-seq	SRZ930707
SRR930708	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	TRP_2hr+KLA_1hr	yes	GRO-seq	SRZ930707
SRR930709	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	TRP_2hr+KLA_1hr	yes	GRO-seq	SRZ930707
SRR930710	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	TRP_2hr+KLA_1hr	yes	GRO-seq	SRZ930707
SRR930711	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	TRP_2hr+KLA_1hr	yes	GRO-seq	SRZ930707
SRR930712	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	a-amanitin_5hr+KLA_1hr	yes	GRO-seq	SRZ930712
SRR930713	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	a-amanitin_5hr+KLA_1hr	yes	GRO-seq	SRZ930712
SRR930714	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	a-amanitin_5hr+KLA_1hr	yes	GRO-seq	SRZ930712
SRR930715	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	a-amanitin_5hr+KLA_1hr	yes	GRO-seq	SRZ930712
SRR930716	1	1	1	Kaikkonen2013	mouse	Myeloid	Macrophage	ThioMac	a-amanitin_5hr+KLA_1hr	yes	GRO-seq	SRZ930712
SRR930717	1	1	1	Kaikkonen2013	mouse	Myeloid	T-cell	PU.1-/-myeloid	notx_1hr	yes	GRO-seq	SRR930717
SRR930718	1	1	1	Kaikkonen2013	mouse	Myeloid	T-cell	PU.1-/-myeloid	KLA_1hr	yes	GRO-seq	SRR930718
SRR930719	1	1	1	Kaikkonen2013	mouse	Myeloid	T-cell	PUER	Tamoxifen_24hr	yes	GRO-seq	SRR930719
SRR930720	1	1	1	Kaikkonen2013	mouse	Myeloid	T-cell	PUER	Tamoxifen_24hr+KLA_1hr	yes	GRO-seq	SRR930720
SRR935093	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	none	no	GRO-seq	SRZ935093
